,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
14602,-117.16,32.8,37.0,422,79,211,80,3,159700,NEAR OCEAN
14603,-117.16,32.8,22.0,2259,634,1213,601,2,177800,NEAR OCEAN
14604,-117.16,32.81,34.0,2275,375,1021,379,3,176300,NEAR OCEAN
14605,-117.17,32.81,33.0,3064,506,1355,488,4,178700,NEAR OCEAN
14606,-117.14,32.83,25.0,2161,462,896,468,2,177500,NEAR OCEAN
14607,-117.18,32.82,25.0,1756,301,722,312,4,162300,NEAR OCEAN
14608,-117.18,32.81,28.0,3436,537,1503,498,4,204000,NEAR OCEAN
14609,-117.19,32.81,33.0,5226,833,2221,839,5,207000,NEAR OCEAN
14610,-117.18,32.8,10.0,3821,631,1605,609,5,217100,NEAR OCEAN
14611,-117.18,32.8,30.0,2456,390,1022,393,3,198500,NEAR OCEAN
14612,-117.18,32.79,30.0,5201,1104,2961,1064,3,140400,NEAR OCEAN
14613,-117.17,32.79,44.0,2262,647,3009,657,2,123600,NEAR OCEAN
14614,-117.17,32.79,43.0,1269,297,946,285,2,133300,NEAR OCEAN
14615,-117.16,32.8,25.0,1399,329,1308,355,2,187500,NEAR OCEAN
14616,-117.17,32.8,20.0,2827,554,1822,536,3,157600,NEAR OCEAN
14617,-117.15,32.8,27.0,1937,537,1211,482,2,87500,NEAR OCEAN
14618,-117.15,32.8,23.0,2395,476,2284,488,3,146300,NEAR OCEAN
14619,-117.16,32.78,24.0,3566,765,1697,722,3,178600,NEAR OCEAN
14620,-117.16,32.79,32.0,1731,413,1569,427,3,154300,NEAR OCEAN
14621,-117.17,32.78,17.0,3845,1051,3102,944,2,164100,NEAR OCEAN
14622,-117.16,32.78,34.0,2515,488,1594,515,3,165000,NEAR OCEAN
14623,-117.17,32.78,42.0,1104,305,892,270,2,145200,NEAR OCEAN
14624,-117.17,32.77,35.0,1399,274,695,281,3,166800,NEAR OCEAN
14625,-117.17,32.77,6.0,3856,875,1547,816,4,164800,NEAR OCEAN
14626,-117.18,32.77,16.0,2374,780,913,705,2,87500,NEAR OCEAN
14627,-117.18,32.76,8.0,3694,997,1297,807,3,158900,NEAR OCEAN
14628,-117.18,32.76,17.0,711,254,327,227,2,67500,NEAR OCEAN
14629,-117.18,32.78,21.0,4185,1018,3122,993,3,210000,NEAR OCEAN
14630,-117.18,32.77,23.0,1215,225,592,224,3,200600,NEAR OCEAN
14631,-117.21,32.81,26.0,2496,407,1062,380,5,302100,NEAR OCEAN
14632,-117.2,32.8,34.0,4854,912,2089,854,3,200000,NEAR OCEAN
14633,-117.2,32.79,16.0,2079,394,746,383,5,300000,NEAR OCEAN
14634,-117.2,32.8,33.0,2573,436,1084,443,4,294100,NEAR OCEAN
14635,-117.21,32.8,34.0,1398,222,532,244,3,289600,NEAR OCEAN
14636,-117.19,32.8,16.0,2593,794,1235,684,3,166300,NEAR OCEAN
14637,-117.2,32.8,36.0,4018,1067,1620,842,2,168400,NEAR OCEAN
14638,-117.19,32.79,36.0,1514,258,665,278,3,235100,NEAR OCEAN
14639,-117.19,32.79,35.0,1788,378,777,374,3,238400,NEAR OCEAN
14640,-117.2,32.79,31.0,3417,533,1245,532,4,276000,NEAR OCEAN
14642,-117.2,32.79,34.0,757,212,409,222,3,192200,NEAR OCEAN
14643,-117.19,32.78,34.0,4108,664,1659,644,4,252000,NEAR OCEAN
14644,-117.2,32.78,38.0,2662,498,1132,496,4,241600,NEAR OCEAN
14645,-117.19,32.77,30.0,2747,640,3185,657,3,238000,NEAR OCEAN
14646,-117.19,32.77,16.0,3273,670,1305,671,4,151000,NEAR OCEAN
14647,-117.19,32.77,9.0,634,152,248,133,3,143800,NEAR OCEAN
14648,-117.19,32.77,14.0,3575,992,1645,839,2,140600,NEAR OCEAN
14649,-117.2,32.77,30.0,156,45,77,40,3,137500,NEAR OCEAN
14650,-117.2,32.77,31.0,1952,471,936,462,2,196900,NEAR OCEAN
14651,-117.15,32.81,34.0,1629,318,900,282,3,178300,NEAR OCEAN
14652,-117.15,32.8,41.0,1413,261,1070,259,2,166700,NEAR OCEAN
14653,-117.14,32.8,41.0,2423,469,1813,466,2,156900,NEAR OCEAN
14654,-117.14,32.8,33.0,2670,435,1256,431,3,179800,NEAR OCEAN
14655,-117.14,32.8,35.0,1267,212,710,204,2,169600,NEAR OCEAN
14656,-117.14,32.79,35.0,3578,582,1568,553,4,188600,NEAR OCEAN
14657,-117.15,32.78,25.0,1577,266,611,284,5,205100,NEAR OCEAN
14658,-117.14,32.79,31.0,984,161,422,158,5,183000,NEAR OCEAN
14659,-117.13,32.81,19.0,2157,554,1349,535,2,177400,NEAR OCEAN
14660,-117.14,32.81,34.0,1748,294,800,294,4,179100,NEAR OCEAN
14661,-117.13,32.8,15.0,1606,375,784,342,3,108300,NEAR OCEAN
14662,-117.13,32.8,33.0,2731,456,1263,445,4,175300,NEAR OCEAN
14663,-117.12,32.8,29.0,2863,534,1392,522,3,174200,NEAR OCEAN
14664,-117.13,32.81,26.0,2119,444,1202,440,3,166500,NEAR OCEAN
14665,-117.12,32.8,31.0,1727,342,879,345,3,166300,NEAR OCEAN
14666,-117.13,32.8,35.0,2129,382,1044,350,3,174900,NEAR OCEAN
14667,-117.13,32.79,35.0,1458,262,723,257,4,174100,NEAR OCEAN
14668,-117.13,32.79,35.0,1362,243,698,255,3,173800,NEAR OCEAN
14669,-117.12,32.78,4.0,2782,817,1309,787,4,124200,NEAR OCEAN
14670,-117.15,32.77,16.0,2056,631,847,569,2,92200,NEAR OCEAN
14671,-117.09,32.81,7.0,6100,1185,2710,1040,5,288200,NEAR OCEAN
14672,-117.11,32.82,16.0,3980,682,3174,647,2,175000,NEAR OCEAN
14673,-117.11,32.82,17.0,1787,330,1341,314,2,112500,NEAR OCEAN
14674,-117.11,32.81,15.0,3428,491,2303,486,2,67500,NEAR OCEAN
14675,-117.11,32.8,17.0,3890,586,2791,595,3,67500,NEAR OCEAN
14676,-117.09,32.8,15.0,666,152,247,164,2,131300,NEAR OCEAN
14677,-117.11,32.84,16.0,4608,629,2020,636,6,243000,<1H OCEAN
14678,-117.11,32.82,16.0,4241,892,1771,864,4,166500,NEAR OCEAN
14679,-117.1,32.83,16.0,1049,154,467,160,6,248100,<1H OCEAN
14680,-117.1,32.83,16.0,4214,744,1820,699,4,179500,<1H OCEAN
14681,-117.09,32.83,15.0,4138,636,2001,677,4,264000,<1H OCEAN
14682,-117.08,32.82,16.0,1787,236,770,228,7,278600,<1H OCEAN
14683,-117.08,32.82,10.0,5177,856,2190,816,5,271700,<1H OCEAN
14684,-117.08,32.83,7.0,13703,2352,4446,1856,6,260600,<1H OCEAN
14685,-117.04,32.83,8.0,2205,348,777,341,6,177400,<1H OCEAN
14686,-117.07,32.91,5.0,2234,256,894,253,10,477600,<1H OCEAN
14687,-117.04,32.9,6.0,6525,826,3146,806,9,436100,<1H OCEAN
14688,-117.08,32.8,25.0,2963,552,1162,556,3,184500,NEAR OCEAN
14689,-117.09,32.79,20.0,2183,534,999,496,2,169700,NEAR OCEAN
14690,-117.09,32.8,36.0,2163,367,915,360,4,174100,NEAR OCEAN
14691,-117.08,32.8,32.0,1587,268,635,249,3,178100,NEAR OCEAN
14692,-117.11,32.79,16.0,2574,771,1129,721,3,96900,NEAR OCEAN
14693,-117.11,32.79,16.0,1791,518,1006,491,3,129300,NEAR OCEAN
14694,-117.11,32.78,16.0,2470,830,1170,724,3,73500,NEAR OCEAN
14695,-117.11,32.78,16.0,2220,512,930,527,3,133200,NEAR OCEAN
14696,-117.09,32.79,36.0,1529,266,683,260,4,171200,NEAR OCEAN
14697,-117.09,32.79,36.0,1936,345,861,343,3,170000,NEAR OCEAN
14698,-117.09,32.79,31.0,2019,417,872,386,3,177700,NEAR OCEAN
14699,-117.09,32.78,28.0,1708,393,816,393,2,165300,NEAR OCEAN
14700,-117.07,32.8,31.0,2550,395,1017,405,5,181000,<1H OCEAN
14701,-117.07,32.8,36.0,2028,349,820,352,3,168900,<1H OCEAN
14702,-117.07,32.79,36.0,3583,642,1711,602,3,170800,NEAR OCEAN
14703,-117.07,32.8,23.0,2698,410,1094,411,5,195100,<1H OCEAN
14704,-117.07,32.81,15.0,2000,402,778,369,4,224200,<1H OCEAN
14705,-117.06,32.81,17.0,3939,550,1694,553,6,234700,<1H OCEAN
14706,-117.05,32.81,17.0,1885,292,771,301,5,228600,<1H OCEAN
14707,-117.05,32.8,17.0,1475,308,549,293,3,180400,<1H OCEAN
14708,-117.06,32.8,17.0,2247,340,973,318,5,222000,<1H OCEAN
14709,-117.07,32.79,25.0,2489,314,911,309,7,277600,NEAR OCEAN
14710,-117.07,32.78,26.0,3725,623,1516,627,4,268300,NEAR OCEAN
14711,-117.08,32.78,21.0,2919,496,984,443,4,222800,NEAR OCEAN
14712,-117.04,32.79,23.0,2491,350,863,348,6,306800,<1H OCEAN
14713,-117.04,32.8,25.0,2504,345,1067,350,5,243400,<1H OCEAN
14714,-117.05,32.8,16.0,1561,378,574,350,3,94600,<1H OCEAN
14715,-117.05,32.8,25.0,1905,250,865,253,6,249000,<1H OCEAN
14716,-117.05,32.8,23.0,3309,401,1116,386,7,330600,<1H OCEAN
14717,-117.06,32.79,17.0,2524,332,771,317,8,331800,<1H OCEAN
14718,-117.06,32.79,21.0,3787,492,1246,457,9,391300,<1H OCEAN
14719,-117.06,32.78,31.0,2485,436,942,448,4,220800,NEAR OCEAN
14720,-117.02,32.8,27.0,2369,370,927,374,4,177200,<1H OCEAN
14721,-117.03,32.79,26.0,3859,513,1469,538,5,220500,<1H OCEAN
14722,-117.03,32.8,19.0,3866,775,1554,703,4,220000,<1H OCEAN
14723,-117.04,32.8,11.0,1802,440,630,428,2,146700,<1H OCEAN
14724,-117.01,32.8,17.0,1042,210,650,215,3,84200,<1H OCEAN
14725,-117.01,32.8,17.0,1558,479,803,431,2,160200,<1H OCEAN
14726,-117.01,32.8,20.0,2705,545,1198,497,3,168900,<1H OCEAN
14727,-117.01,32.79,33.0,4015,663,1864,664,4,159300,<1H OCEAN
14728,-117.02,32.8,29.0,1232,243,665,247,3,168900,<1H OCEAN
14729,-117.02,32.8,31.0,2692,445,1129,450,4,170000,<1H OCEAN
14730,-117.01,32.81,26.0,4499,645,1866,626,5,185100,<1H OCEAN
14731,-117.02,32.81,27.0,1950,317,950,320,4,164000,<1H OCEAN
14732,-117.02,32.81,26.0,1998,301,874,305,5,180900,<1H OCEAN
14733,-117.01,32.81,21.0,4203,618,1620,600,5,193500,<1H OCEAN
14734,-117.02,32.81,14.0,3173,599,1451,585,3,182200,<1H OCEAN
14735,-117.03,32.82,16.0,1765,289,743,280,4,209700,<1H OCEAN
14736,-117.04,32.81,12.0,2880,406,1381,418,6,254200,<1H OCEAN
14737,-117.05,32.82,16.0,4046,731,1684,701,4,197000,<1H OCEAN
14738,-117.05,32.59,26.0,1919,345,1326,341,4,131900,NEAR OCEAN
14739,-117.06,32.59,13.0,3920,775,2814,760,4,148800,NEAR OCEAN
14740,-117.05,32.58,22.0,2101,399,1551,371,4,136900,NEAR OCEAN
14741,-117.06,32.58,17.0,2724,567,2213,554,3,147700,NEAR OCEAN
14742,-117.06,32.58,13.0,3435,708,1761,699,3,107600,NEAR OCEAN
14743,-117.06,32.58,11.0,2879,679,2098,673,3,142400,NEAR OCEAN
14744,-117.06,32.57,16.0,1269,282,1609,298,2,156500,NEAR OCEAN
14745,-117.04,32.58,14.0,2355,406,1883,401,5,152100,NEAR OCEAN
14746,-117.04,32.58,20.0,2029,357,1497,353,4,132100,NEAR OCEAN
14747,-117.05,32.58,23.0,1918,339,1392,340,4,134800,NEAR OCEAN
14748,-117.05,32.58,25.0,2185,370,1558,369,5,132700,NEAR OCEAN
14749,-117.05,32.57,22.0,2857,516,2412,496,4,127600,NEAR OCEAN
14750,-117.06,32.57,25.0,1268,282,991,299,3,123600,NEAR OCEAN
14751,-117.06,32.57,17.0,2252,378,1776,365,4,141100,NEAR OCEAN
14752,-117.05,32.57,13.0,2880,576,2450,567,3,138000,NEAR OCEAN
14753,-117.05,32.56,18.0,1215,320,1195,349,1,114900,NEAR OCEAN
14754,-117.05,32.56,17.0,985,233,811,223,2,134500,NEAR OCEAN
14755,-117.06,32.57,18.0,1384,311,1429,287,1,95000,NEAR OCEAN
14756,-116.97,32.56,23.0,1262,294,5176,275,2,153300,NEAR OCEAN
14757,-117.04,32.55,15.0,2206,648,2511,648,1,93200,NEAR OCEAN
14758,-117.05,32.56,22.0,2172,563,2049,524,2,139300,NEAR OCEAN
14759,-117.06,32.56,17.0,2803,683,2768,676,1,140400,NEAR OCEAN
14760,-117.06,32.56,5.0,2706,925,3148,855,1,125000,NEAR OCEAN
14761,-117.06,32.55,5.0,3223,940,3284,854,1,108800,NEAR OCEAN
14762,-117.04,32.54,7.0,938,297,1187,282,1,67500,NEAR OCEAN
14763,-117.1,32.59,21.0,2350,667,1621,613,2,87500,NEAR OCEAN
14764,-117.1,32.58,23.0,1662,377,1318,386,2,120800,NEAR OCEAN
14765,-117.1,32.58,17.0,2046,559,1585,530,2,132800,NEAR OCEAN
14766,-117.1,32.58,33.0,393,76,330,80,4,122700,NEAR OCEAN
14767,-117.1,32.58,29.0,1061,202,759,206,4,136800,NEAR OCEAN
14768,-117.1,32.57,26.0,2343,371,1221,372,4,144900,NEAR OCEAN
14769,-117.1,32.56,16.0,2687,501,1502,480,3,146800,NEAR OCEAN
14770,-117.07,32.57,17.0,2961,634,1911,615,2,131400,NEAR OCEAN
14771,-117.08,32.57,18.0,2203,544,1943,497,2,103200,NEAR OCEAN
14772,-117.07,32.57,14.0,1527,357,1224,363,2,93600,NEAR OCEAN
14773,-117.07,32.56,9.0,3648,895,3293,840,3,142600,NEAR OCEAN
14774,-117.08,32.59,8.0,2888,662,2441,683,2,153000,NEAR OCEAN
14775,-117.08,32.58,15.0,1462,274,1002,271,3,142700,NEAR OCEAN
14776,-117.08,32.58,22.0,2128,477,1420,450,3,131000,NEAR OCEAN
14777,-117.07,32.58,25.0,1607,280,899,260,3,134400,NEAR OCEAN
14778,-117.09,32.58,12.0,2565,567,1785,545,3,135300,NEAR OCEAN
14779,-117.08,32.57,9.0,6298,1512,4451,1456,2,88300,NEAR OCEAN
14780,-117.09,32.57,23.0,1817,323,1371,327,3,139500,NEAR OCEAN
14781,-117.09,32.57,10.0,2198,368,1645,350,4,160700,NEAR OCEAN
14782,-117.09,32.57,17.0,444,83,357,87,5,138900,NEAR OCEAN
14783,-117.09,32.56,8.0,864,156,626,172,4,151500,NEAR OCEAN
14784,-117.09,32.55,8.0,6533,1217,4797,1177,3,144400,NEAR OCEAN
14785,-117.12,32.58,34.0,2003,466,1226,443,3,136700,NEAR OCEAN
14786,-117.12,32.57,21.0,1738,295,983,298,4,174100,NEAR OCEAN
14787,-117.13,32.58,27.0,2511,615,1427,576,3,156000,NEAR OCEAN
14788,-117.13,32.58,32.0,1870,437,1142,426,2,159400,NEAR OCEAN
14789,-117.13,32.58,27.0,1417,373,814,348,2,195300,NEAR OCEAN
14790,-117.12,32.56,20.0,2524,682,1819,560,2,257700,NEAR OCEAN
14791,-117.11,32.58,28.0,1869,407,1074,344,2,135600,NEAR OCEAN
14792,-117.11,32.57,32.0,2723,586,1702,562,3,140500,NEAR OCEAN
14793,-117.12,32.57,35.0,1450,256,930,286,2,133300,NEAR OCEAN
14794,-117.12,32.58,26.0,1360,309,869,328,3,131600,NEAR OCEAN
14795,-117.11,32.58,21.0,2894,685,2109,712,2,125000,NEAR OCEAN
14796,-117.1,32.58,27.0,2616,591,1889,577,2,127600,NEAR OCEAN
14797,-117.1,32.57,14.0,5058,1299,3662,1193,2,133700,NEAR OCEAN
14798,-117.11,32.59,17.0,2020,534,1529,500,2,143200,NEAR OCEAN
14799,-117.11,32.58,12.0,1086,294,870,290,2,132500,NEAR OCEAN
14800,-117.11,32.59,18.0,2329,580,1538,567,2,153100,NEAR OCEAN
14801,-117.12,32.59,28.0,2793,706,1825,676,2,144500,NEAR OCEAN
14802,-117.16,32.58,36.0,1940,399,1076,382,3,147800,NEAR OCEAN
14803,-117.13,32.63,10.0,7374,1157,1900,794,8,478500,NEAR OCEAN
14804,-117.17,32.63,26.0,1617,279,2745,250,3,67500,NEAR OCEAN
14805,-117.17,32.68,16.0,5895,1424,873,522,7,187500,NEAR OCEAN
14806,-117.18,32.68,29.0,1539,344,556,289,3,500001,NEAR OCEAN
14807,-117.18,32.69,52.0,1837,313,668,300,5,500001,NEAR OCEAN
14808,-117.18,32.69,37.0,3112,716,1304,674,3,320800,NEAR OCEAN
14809,-117.18,32.69,44.0,2819,514,1258,503,4,452800,NEAR OCEAN
14810,-117.17,32.69,40.0,2236,331,767,316,5,500001,NEAR OCEAN
14811,-117.18,32.69,48.0,2764,491,978,449,5,432400,NEAR OCEAN
14812,-117.17,32.69,19.0,2802,802,1159,597,4,334600,NEAR OCEAN
14813,-117.17,32.69,45.0,3168,598,1341,562,4,422200,NEAR OCEAN
14814,-117.17,32.7,33.0,4084,897,1804,833,4,409700,NEAR OCEAN
14815,-117.18,32.7,44.0,2655,514,1102,489,3,368800,NEAR OCEAN
14816,-117.18,32.7,42.0,1691,286,761,281,5,404500,NEAR OCEAN
14817,-117.19,32.69,35.0,2921,438,1042,415,6,482700,NEAR OCEAN
14818,-117.11,32.68,36.0,26,14,58,23,1,125000,NEAR OCEAN
14819,-117.11,32.67,43.0,515,146,445,140,1,93000,NEAR OCEAN
14820,-117.11,32.67,46.0,928,236,790,235,1,92500,NEAR OCEAN
14821,-117.11,32.67,52.0,204,74,248,57,1,47500,NEAR OCEAN
14822,-117.12,32.66,52.0,16,4,8,3,1,60000,NEAR OCEAN
14823,-117.11,32.67,52.0,280,71,217,71,1,83300,NEAR OCEAN
14824,-117.11,32.66,52.0,25,5,14,9,1,118800,NEAR OCEAN
14825,-117.09,32.67,37.0,1157,332,983,306,2,117000,NEAR OCEAN
14826,-117.09,32.66,38.0,833,206,570,182,1,127100,NEAR OCEAN
14827,-117.09,32.66,37.0,1232,330,1086,330,1,114300,NEAR OCEAN
14828,-117.1,32.66,27.0,1782,560,1785,560,2,106300,NEAR OCEAN
14829,-117.1,32.67,26.0,2629,763,2721,767,2,109100,NEAR OCEAN
14830,-117.1,32.67,22.0,1690,541,1669,494,2,110600,NEAR OCEAN
14831,-117.09,32.68,30.0,2662,653,1997,605,2,120600,NEAR OCEAN
14832,-117.09,32.67,31.0,2051,549,1581,538,2,108900,NEAR OCEAN
14833,-117.1,32.67,15.0,1635,553,1347,597,1,92900,NEAR OCEAN
14834,-117.1,32.68,20.0,1012,269,837,240,2,88900,NEAR OCEAN
14835,-117.1,32.69,29.0,4174,1195,3675,1124,1,103600,NEAR OCEAN
14836,-117.1,32.68,42.0,2013,568,1920,557,2,107600,NEAR OCEAN
14837,-117.1,32.68,47.0,771,224,637,212,2,90300,NEAR OCEAN
14838,-117.1,32.68,49.0,1412,350,1200,332,2,93600,NEAR OCEAN
14839,-117.1,32.68,47.0,1044,274,1003,280,1,97800,NEAR OCEAN
14840,-117.1,32.68,45.0,1183,289,900,266,2,99600,NEAR OCEAN
14841,-117.07,32.69,29.0,1429,293,1091,317,3,118000,NEAR OCEAN
14842,-117.08,32.69,31.0,2558,487,1938,492,3,117000,NEAR OCEAN
14843,-117.08,32.69,36.0,1571,284,1001,268,3,111400,NEAR OCEAN
14844,-117.09,32.69,34.0,1469,267,1031,267,3,112700,NEAR OCEAN
14845,-117.09,32.68,29.0,1792,449,1650,396,2,100000,NEAR OCEAN
14846,-117.07,32.69,28.0,1485,275,820,283,4,153300,NEAR OCEAN
14847,-117.08,32.68,26.0,3071,615,2156,568,2,112400,NEAR OCEAN
14848,-117.08,32.68,19.0,3635,1078,3127,1098,1,122600,NEAR OCEAN
14849,-117.09,32.68,20.0,2569,737,2341,705,2,104900,NEAR OCEAN
14850,-117.07,32.67,28.0,2758,623,2179,631,2,112300,NEAR OCEAN
14851,-117.08,32.67,31.0,3008,764,2088,757,2,118200,NEAR OCEAN
14852,-117.09,32.66,46.0,844,147,423,161,3,136300,NEAR OCEAN
14853,-117.08,32.66,43.0,1004,236,839,235,2,103400,NEAR OCEAN
14854,-117.07,32.67,35.0,3200,725,1723,610,1,95600,NEAR OCEAN
14855,-117.07,32.65,12.0,4131,891,2272,840,3,204900,NEAR OCEAN
14856,-117.07,32.64,32.0,5135,1025,2152,944,4,172800,NEAR OCEAN
14857,-117.08,32.64,43.0,1005,230,548,252,1,145800,NEAR OCEAN
14858,-117.08,32.65,17.0,2633,712,1487,694,2,147000,NEAR OCEAN
14859,-117.08,32.64,38.0,917,256,494,233,1,150000,NEAR OCEAN
14860,-117.08,32.64,11.0,1651,533,947,515,1,141700,NEAR OCEAN
14861,-117.09,32.65,20.0,1445,323,573,334,2,145800,NEAR OCEAN
14862,-117.09,32.65,25.0,3509,985,2359,899,2,150000,NEAR OCEAN
14863,-117.08,32.65,28.0,2296,603,1277,550,2,123800,NEAR OCEAN
14864,-117.09,32.64,38.0,2095,536,1240,550,2,145900,NEAR OCEAN
14865,-117.09,32.64,30.0,3171,862,2126,800,2,142700,NEAR OCEAN
14866,-117.1,32.64,29.0,1578,460,1236,461,2,134700,NEAR OCEAN
14867,-117.09,32.64,20.0,1999,651,1302,592,1,57500,NEAR OCEAN
14868,-117.09,32.64,19.0,2571,791,1205,783,1,131300,NEAR OCEAN
14869,-117.09,32.63,27.0,2920,770,1935,746,2,67500,NEAR OCEAN
14870,-117.11,32.64,23.0,1619,447,1025,415,1,67500,NEAR OCEAN
14871,-117.11,32.62,27.0,1846,509,1078,482,2,131500,NEAR OCEAN
14872,-117.09,32.62,37.0,1538,298,867,285,3,128700,NEAR OCEAN
14873,-117.09,32.62,37.0,1925,428,1344,426,2,129700,NEAR OCEAN
14874,-117.09,32.62,34.0,1576,364,1153,381,2,129700,NEAR OCEAN
14875,-117.08,32.63,33.0,2891,793,1607,754,2,139800,NEAR OCEAN
14876,-117.09,32.64,24.0,3613,973,2002,931,1,147500,NEAR OCEAN
14877,-117.09,32.63,33.0,620,161,420,164,1,150000,NEAR OCEAN
14878,-117.07,32.64,38.0,1486,269,745,295,4,150400,NEAR OCEAN
14879,-117.07,32.63,37.0,2303,379,1026,357,3,156900,NEAR OCEAN
14880,-117.07,32.64,30.0,2873,774,1593,731,2,129500,NEAR OCEAN
14881,-117.06,32.63,37.0,1326,234,612,240,4,160200,NEAR OCEAN
14882,-117.06,32.62,36.0,786,125,408,138,3,189700,NEAR OCEAN
14883,-117.07,32.63,40.0,1706,322,796,303,3,154900,NEAR OCEAN
14884,-117.07,32.63,37.0,2372,444,1056,419,3,145500,NEAR OCEAN
14885,-117.08,32.63,30.0,2504,559,1827,490,2,159400,NEAR OCEAN
14886,-117.08,32.63,28.0,2080,427,1266,434,2,146300,NEAR OCEAN
14887,-117.08,32.62,28.0,2468,506,1353,522,3,158600,NEAR OCEAN
14888,-117.08,32.62,36.0,1674,309,818,307,3,150400,NEAR OCEAN
14889,-117.09,32.61,23.0,1157,309,640,313,2,118800,NEAR OCEAN
14890,-117.09,32.61,21.0,1945,430,1335,419,3,113000,NEAR OCEAN
14891,-117.08,32.62,16.0,5192,1381,3261,1321,2,151900,NEAR OCEAN
14892,-117.08,32.61,27.0,2264,525,1485,468,3,149100,NEAR OCEAN
14893,-117.07,32.62,19.0,5016,1173,2750,1081,2,155900,NEAR OCEAN
14894,-117.06,32.61,34.0,4325,1015,2609,979,2,128300,NEAR OCEAN
14895,-117.07,32.61,22.0,5016,1331,3222,1196,2,135500,NEAR OCEAN
14896,-117.07,32.6,18.0,2602,551,1042,550,1,67500,NEAR OCEAN
14897,-117.07,32.59,21.0,1779,466,1327,488,1,96200,NEAR OCEAN
14898,-117.08,32.59,30.0,144,52,220,48,2,134400,NEAR OCEAN
14899,-117.08,32.6,24.0,1901,490,1334,476,2,121900,NEAR OCEAN
14900,-117.07,32.61,10.0,1686,414,1000,391,2,128400,NEAR OCEAN
14901,-117.06,32.61,24.0,4369,1353,3123,1247,2,152300,NEAR OCEAN
14902,-117.06,32.61,23.0,1630,362,1267,418,2,131100,NEAR OCEAN
14903,-117.07,32.6,13.0,1607,435,983,400,2,106300,NEAR OCEAN
14904,-117.06,32.6,25.0,1075,238,434,234,1,94600,NEAR OCEAN
14905,-117.06,32.6,24.0,1088,268,1095,246,2,107300,NEAR OCEAN
14906,-117.06,32.6,33.0,905,205,989,222,2,108200,NEAR OCEAN
14907,-117.05,32.63,31.0,4911,861,2334,843,4,160100,NEAR OCEAN
14908,-117.05,32.62,34.0,3928,686,2315,681,4,144500,NEAR OCEAN
14909,-117.04,32.62,26.0,3620,607,2000,593,4,156000,NEAR OCEAN
14910,-117.05,32.61,31.0,4033,715,2585,715,3,139900,NEAR OCEAN
14911,-117.05,32.61,21.0,6034,1205,3795,1146,3,129700,NEAR OCEAN
14912,-117.05,32.61,26.0,1563,286,1145,313,3,139300,NEAR OCEAN
14913,-117.04,32.6,20.0,8052,1461,5094,1430,4,139800,NEAR OCEAN
14914,-117.04,32.6,18.0,4747,846,3002,872,3,152900,NEAR OCEAN
14915,-117.05,32.59,16.0,4683,929,3073,865,3,98300,NEAR OCEAN
14916,-117.04,32.63,26.0,2074,356,1228,335,4,160200,NEAR OCEAN
14917,-117.04,32.62,27.0,1710,282,1089,297,4,151900,NEAR OCEAN
14918,-117.03,32.61,23.0,1553,216,778,229,5,171300,NEAR OCEAN
14919,-117.03,32.61,22.0,1028,148,523,152,6,166900,NEAR OCEAN
14920,-117.03,32.6,26.0,1335,224,742,215,5,143400,NEAR OCEAN
14921,-117.02,32.59,19.0,1902,335,1102,313,3,98100,NEAR OCEAN
14922,-116.98,32.62,6.0,7995,1458,4771,1376,4,184300,NEAR OCEAN
14923,-117.06,32.64,30.0,4494,667,1883,680,5,186100,NEAR OCEAN
14924,-117.06,32.63,29.0,4168,742,2096,713,4,169800,NEAR OCEAN
14925,-116.98,32.68,22.0,2346,380,1217,382,5,156300,NEAR OCEAN
14926,-117.01,32.67,17.0,2319,348,1125,337,5,266900,NEAR OCEAN
14927,-117.0,32.67,16.0,2238,307,1002,303,6,264100,NEAR OCEAN
14928,-117.02,32.67,20.0,1505,184,635,182,6,245200,NEAR OCEAN
14929,-117.01,32.66,11.0,9992,1368,4495,1316,6,293900,NEAR OCEAN
14931,-116.97,32.65,4.0,16450,2833,7985,2683,5,233400,NEAR OCEAN
14932,-116.99,32.64,15.0,4331,699,2046,627,3,193500,NEAR OCEAN
14933,-117.04,32.65,8.0,8806,1401,3159,1059,4,247800,NEAR OCEAN
14934,-117.03,32.65,14.0,1111,142,472,145,7,290500,NEAR OCEAN
14935,-117.0,32.64,11.0,3098,490,1391,484,4,170400,NEAR OCEAN
14936,-117.01,32.63,7.0,6483,976,3269,1005,5,221600,NEAR OCEAN
14937,-117.04,32.64,5.0,2329,542,1213,514,4,225600,NEAR OCEAN
14938,-117.02,32.64,5.0,260,41,157,42,6,281700,NEAR OCEAN
14939,-117.03,32.63,13.0,2087,313,1165,330,5,227700,NEAR OCEAN
14940,-117.03,32.63,14.0,2796,476,1466,464,5,213700,NEAR OCEAN
14941,-117.04,32.63,26.0,2756,422,1166,398,5,181600,NEAR OCEAN
14942,-116.99,32.74,17.0,3101,547,1410,486,3,189900,<1H OCEAN
14943,-116.98,32.74,17.0,3943,843,1995,766,2,158300,<1H OCEAN
14944,-116.98,32.74,24.0,977,147,454,169,4,173700,<1H OCEAN
14945,-116.98,32.74,16.0,3361,537,1754,578,5,162300,<1H OCEAN
14946,-116.98,32.72,15.0,4209,680,1914,641,4,158300,<1H OCEAN
